,CLOSE,HIGH,LOW,VOLUME,AMT,PCT_CHG,SWING,OI,ANAL_BASIS,BASISANNUALYIELD,ANAL_BASISPERCENT2,FTDATE,LASTTRADE_DATE,CONTRACTMULTIPLIER,TRADE_HISCODE
2018-01-02,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-03,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-04,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-05,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-08,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-09,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-10,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-11,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-12,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-15,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-16,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-17,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-18,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-19,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-22,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-23,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-24,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-25,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-26,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-29,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-30,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-01-31,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-02-01,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-02-02,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-02-05,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-02-06,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-02-07,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-02-08,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-02-09,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-02-12,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-02-13,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-02-14,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-02-22,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-02-23,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-02-26,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-02-27,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-02-28,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-01,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-02,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-05,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-06,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-07,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-08,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-09,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-12,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-13,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-14,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-15,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-16,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-19,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-20,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-21,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-22,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-23,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-26,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-27,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-28,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-29,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-03-30,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-04-02,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-04-03,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-04-04,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
2018-04-09,,,,,,,,,,,,2023-11-28,2024-11-26,20.0,
