,CLOSE,HIGH,LOW,VOLUME,AMT,PCT_CHG,SWING,OI,ANAL_BASIS,BASISANNUALYIELD,ANAL_BASISPERCENT2,FTDATE,LASTTRADE_DATE,CONTRACTMULTIPLIER,TRADE_HISCODE
2018-01-02,15040.0,15045.0,14910.0,69604.0,5223148100.0,0.30010003334444146,0.9033121445299431,287494.0,658.0,11.774204400188387,4.191616766467066,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-03,14960.0,15075.0,14930.0,95006.0,7116006700.0,-0.3331112591605567,0.964095744680851,295694.0,729.0,13.200476303605887,4.646567658869271,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-04,15010.0,15035.0,14935.0,88420.0,6624486500.0,0.20026702269693164,0.6684491978609626,299046.0,670.0,12.27861834388928,4.2729591836734695,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-05,15170.0,15180.0,15010.0,186280.0,14053198300.0,1.2345679012345734,1.1325782811459029,304818.0,495.0,9.185786711599699,3.1599106287902967,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-08,15175.0,15190.0,15090.0,149242.0,11301880700.0,0.5632869449966771,0.6591957811470006,303366.0,491.0,9.21816447758728,3.1341759223796757,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-09,15245.0,15250.0,15155.0,134594.0,10237728100.0,0.660283922086502,0.6260296540362438,311840.0,411.0,7.813070297101979,2.6251916198262646,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-10,15250.0,15280.0,15185.0,98494.0,7499041899.999999,0.23003614853762677,0.6231551328304362,306918.0,406.0,7.81100898227555,2.5932549821154827,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-11,15285.0,15285.0,15200.0,92968.0,7093365600.000001,0.3940886699507429,0.5573770491803279,316552.0,372.0,7.243701484725137,2.3759340869898447,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-12,15450.0,15510.0,15270.0,338790.0,26095478700.0,1.245085190039319,1.5701668302257115,383668.0,208.0,4.099982811610521,1.3283944309618088,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-15,15280.0,15455.0,15215.0,228480.0,17498108300.0,-0.8114248620577746,1.5533980582524272,364014.0,380.0,7.5830140485312905,2.4265644955300125,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-16,15230.0,15300.0,15200.0,105248.0,8022975500.0,-0.5550114267058426,0.6544502617801047,355252.0,436.0,8.807269471741593,2.7830971530703437,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-17,15150.0,15295.0,15135.0,111214.0,8455796400.0,-0.623155132830433,1.0505581089954037,346846.0,510.0,10.438156989881128,3.256704980842912,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-18,15515.0,15560.0,15165.0,447734.0,34598130300.0,2.0388030253206235,2.6072607260726075,432306.0,148.0,3.0678636309741463,0.9449019983400371,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-19,15290.0,15520.0,15260.0,283582.0,21799141100.0,-1.0676156583629859,1.6757976152110858,385166.0,376.0,7.895072802650057,2.4001021320056175,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-22,15520.0,15545.0,15300.0,261528.0,20206899400.0,0.9430894308943172,1.6023544800523217,422166.0,168.0,3.5696073431922484,1.0708822029576748,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-23,15570.0,15630.0,15440.0,453990.0,35300475200.0,0.7440957618893629,1.2242268041237114,486210.0,123.0,2.6479356435387786,0.7837889504874785,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-24,15495.0,15610.0,15485.0,196576.0,15279772800.0,-0.3536977491961468,0.802825947334618,475176.0,201.0,4.3855515060114785,1.2805810397553516,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-25,15515.0,15585.0,15455.0,158630.0,12306111000.0,-0.19298809906722614,0.8389803162310423,469580.0,188.0,4.1570259044627,1.1972234604852576,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-26,15520.0,15635.0,15415.0,235834.0,18314499200.0,0.03222687721560202,1.4179825974863036,464058.0,189.0,4.236380149891647,1.2031319625692278,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-29,15400.0,15565.0,15380.0,162002.0,12522644600.0,-0.8370895041854509,1.1920103092783505,454426.0,316.0,7.1810347962040515,2.010689742937134,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-30,15255.0,15405.0,15235.0,244430.0,18698751600.0,-1.326002587322117,1.103896103896104,418222.0,460.0,10.605578534309048,2.927139675469297,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-01-31,15195.0,15300.0,15150.0,213458.0,16233752700.0,-0.6862745098039191,0.983284169124877,384096.0,520.0,12.165222436413318,3.3089405027044223,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-02-01,15165.0,15245.0,15150.0,116638.0,8860819600.0,-0.295857988165682,0.6252056597564989,370106.0,550.0,13.059107896723827,3.4998409163219857,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-02-02,15195.0,15245.0,15180.0,106508.0,8102745900.0,0.0,0.42861852950873724,360652.0,521.0,12.557170071804839,3.315092898956477,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-02-05,15080.0,15220.0,15060.0,154934.0,11711974200.0,-0.887282287216562,1.0529779532741033,341906.0,636.0,15.564735595277718,4.046831254772207,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-02-06,15050.0,15115.0,15035.0,89930.0,6777903000.0,-0.462962962962965,0.5305039787798408,332718.0,650.0,16.172372611464965,4.140127388535031,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-02-07,15055.0,15125.0,15025.0,90978.0,6854852300.0,-0.1326699834162559,0.6644518272425249,333914.0,642.0,16.229974183723307,4.089953494298274,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-02-08,14945.0,15080.0,14930.0,126488.0,9489954600.0,-0.8294625082946205,0.9963467286615741,331874.0,753.0,19.341892741627245,4.796789399923558,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-02-09,14880.0,15015.0,14880.0,113640.0,8494876800.000001,-0.8330556481172979,0.9033121445299431,330334.0,818.0,21.355962647429244,5.2108548859727355,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-02-12,14885.0,14940.0,14840.0,85068.0,6333662600.0,-0.43478260869564966,0.6720430107526881,320066.0,806.0,21.40292736813035,5.136702568351284,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-02-13,14865.0,14935.0,14860.0,62436.0,4650584500.0,-0.167897918065818,0.5038629492777964,319686.0,823.0,22.229016672572797,5.24604793472718,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-02-14,14900.0,14995.0,14845.0,84074.0,6270125500.0,0.0335683115139318,1.0090817356205852,308890.0,789.0,21.67672935792923,5.029001211039582,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-02-22,14980.0,15065.0,14955.0,57674.0,4327419400.0,0.43580288300368863,0.738255033557047,306896.0,709.0,19.82056933397296,4.519089808145835,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-02-23,15080.0,15090.0,14985.0,91212.0,6861086300.0,0.4998333888703854,0.7009345794392523,309902.0,608.0,17.30166824506447,3.8755736868944415,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-02-26,15245.0,15260.0,15065.0,140310.0,10652373700.000002,1.3293452974410203,1.293103448275862,289092.0,438.0,12.69469547222528,2.792833003889562,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-02-27,15190.0,15255.0,15160.0,91904.0,6983392500.0,0.03292723081989024,0.6231551328304362,280668.0,495.0,14.610562108171287,3.1558814153649988,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-02-28,15195.0,15230.0,15145.0,76110.0,5781592800.0,0.0,0.5595786701777485,275840.0,488.0,14.677592249268828,3.1116495568449913,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-03-01,15245.0,15270.0,15195.0,116012.0,8838143100.0,0.32905561039815456,0.4935834155972359,272844.0,451.0,13.814151572179096,2.873343527013252,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-03-02,15175.0,15270.0,15090.0,137908.0,10459150200.0,-0.39382999671808694,1.1807149885208266,272160.0,522.0,16.301353949237207,3.3254762056443905,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-03-05,15360.0,15390.0,15175.0,205794.0,15748654500.0,1.2524719841793042,1.4168039538714992,269376.0,339.0,10.796866042423083,2.159373208484617,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-03-06,15425.0,15460.0,15305.0,195746.0,15073838600.000002,0.7840574975498171,1.0091145833333335,286042.0,277.0,9.000543281890517,1.7641064832505413,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-03-07,15220.0,15485.0,15100.0,175714.0,13451227800.0,-1.1688311688311637,2.4959481361426255,273472.0,485.0,16.08431497399979,3.0881884750079593,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-03-08,15125.0,15260.0,15050.0,148468.0,11259385500.0,-1.2083605486610027,1.3797634691195795,258934.0,586.0,19.839738250879922,3.729870791165425,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-03-09,15230.0,15255.0,15150.0,131400.0,9995783100.0,0.4286185295087286,0.6942148760330579,253354.0,492.0,17.007461159383418,3.1293728533265486,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-03-12,15085.0,15235.0,15085.0,145616.0,11032665600.0,-0.8544199802826169,0.984898227183191,250494.0,638.0,22.54305440720247,4.057749793296445,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-03-13,15060.0,15095.0,14980.0,143606.0,10800319200.0,-0.6268558231606769,0.762346702021876,233380.0,662.0,23.92420580310162,4.210660221345885,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-03-14,15000.0,15120.0,14990.0,107488.0,8082709500.0,-0.26595744680850686,0.8632138114209826,232166.0,721.0,26.66408285170332,4.586222250492971,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-03-15,15005.0,15065.0,14930.0,146588.0,10990667800.0,-0.2327127659574435,0.8999999999999999,222460.0,707.0,26.784198913781402,4.499745417515276,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-03-16,14945.0,15020.0,14930.0,78358.0,5868929200.0,-0.33344448149382755,0.5998000666444518,221744.0,756.0,29.359633765753617,4.814979937583593,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-03-19,14920.0,14990.0,14910.0,104920.0,7839399000.0,-0.4005340453938633,0.5352960856473737,221312.0,768.0,30.596634370219277,4.8954614992350844,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-03-20,14920.0,14975.0,14905.0,106820.0,7980808500.0,-0.16728002676480447,0.4691689008042895,214886.0,757.0,30.95339735002936,4.828729986604579,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-03-21,15010.0,15045.0,14905.0,109678.0,8223126500.0,0.4349280695884916,0.938337801608579,210216.0,661.0,27.749883290959836,4.217982260225895,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-03-22,15050.0,15075.0,14975.0,104898.0,7881012800.0,0.36678892964321363,0.6662225183211192,207064.0,620.0,26.733817416650858,3.956604977664327,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-03-23,14955.0,15055.0,14850.0,196564.0,14679032500.0,-0.46589018302828356,1.3621262458471761,190864.0,702.0,31.136232994826596,4.48361755125503,2024-01-16,2025-01-14,5.0,CF805.CZC
2018-03-26,15495.0,15505.0,15360.0,127174.0,9819392000.0,3.7495815199196425,0.9695753928452023,225062.0,152.0,1.9906398021094496,0.9714322234294115,2024-01-16,2025-01-14,5.0,CF809.CZC
2018-03-27,15480.0,15550.0,15435.0,104566.0,8106419900.0,0.2590673575129543,0.7421748951274605,227134.0,156.0,2.061358720815918,0.9976976208749041,2024-01-16,2025-01-14,5.0,CF809.CZC
2018-03-28,15290.0,15520.0,15215.0,283686.0,21789870099.999996,-1.386649467913581,1.970284237726098,256510.0,287.0,3.8384584109049666,1.842460037234384,2024-01-16,2025-01-14,5.0,CF809.CZC
2018-03-29,15245.0,15335.0,15220.0,127914.0,9771787100.0,-0.748697916666663,0.7521255722694572,265140.0,332.0,4.477620797307816,2.1313474995185206,2024-01-16,2025-01-14,5.0,CF809.CZC
2018-03-30,15315.0,15360.0,15220.0,122754.0,9384243300.0,0.22905759162303863,0.9183338799606429,261232.0,231.0,3.148120285996507,1.4859127749903511,2024-01-16,2025-01-14,5.0,CF809.CZC
2018-04-02,15270.0,15390.0,15255.0,148204.0,11346850700.0,-0.1308044473512071,0.881488736532811,269470.0,263.0,3.617883293412812,1.6931693813171957,2024-01-16,2025-01-14,5.0,CF809.CZC
2018-04-03,15260.0,15315.0,15200.0,153394.0,11706424200.0,-0.3265839320705455,0.7531106745252129,283292.0,271.0,3.7605545305384775,1.744897302169854,2024-01-16,2025-01-14,5.0,CF809.CZC
2018-04-04,15240.0,15270.0,15135.0,187962.0,14287101700.0,-0.1637733377006234,0.8846657929226737,298144.0,282.0,3.9495134535554026,1.8167761886354852,2024-01-16,2025-01-14,5.0,CF809.CZC
2018-04-09,15275.0,15350.0,15225.0,86236.0,6588009600.0,0.49342105263157077,0.8202099737532809,296860.0,231.0,3.2669866333575457,1.4897459048110409,2024-01-16,2025-01-14,5.0,CF809.CZC
2018-04-10,15295.0,15315.0,15255.0,96864.0,7404001600.0,0.09816753926701338,0.39279869067103107,303940.0,210.0,2.9964641722767134,1.3544018058690745,2024-01-16,2025-01-14,5.0,CF809.CZC
2018-04-11,15335.0,15385.0,15270.0,141842.0,10880341000.0,0.3271180896303516,0.7518796992481203,306626.0,163.0,2.3476531534022826,1.0517486127242226,2024-01-16,2025-01-14,5.0,CF809.CZC
2018-04-12,15285.0,15380.0,15280.0,103286.0,7915224600.0,-0.3585397653194211,0.6521030322791002,310354.0,212.0,3.0810961958926084,1.368006710976318,2024-01-16,2025-01-14,5.0,CF809.CZC
2018-04-13,15400.0,15415.0,15235.0,167430.0,12833527100.0,0.4893964110929794,1.1776251226692835,310360.0,86.0,1.2621370622145516,0.5553403073744027,2024-01-16,2025-01-14,5.0,CF809.CZC
2018-04-16,15390.0,15430.0,15340.0,128740.0,9904801200.0,0.391389432485334,0.5844155844155844,298734.0,95.0,1.4071030562278382,0.6134969325153374,2024-01-16,2025-01-14,5.0,CF809.CZC
